AvgTime,Age,Food,Drinks,FreePass,Opinion_Polarity,Concert_StartTime,Concert_EndTime,Concert_Duration,PreferedAlbum_Head Hunters,PreferedAlbum_Kind of Blue,Vinyl_True,VIP_True,Concert_City_NYC,Concert_City_SF,Ticket_Type_B,Ticket_Type_CB,Ticket_Type_LB,Ticket_Type_LT,Ticket_Type_PB,Ticket_Type_RB,Ticket_Type_RT,Ticket_Class_XL
0.654,26.0,485.0,572.0,False,0.5333333333333333,12.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3.183,27.0,0.0,0.0,True,0.30000000000000004,16.0,7.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
3.544,14.0,0.0,0.0,True,0.7,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
0.906,23.0,85.0,637.0,False,-0.75,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2.008,34.0,1359.0,0.0,True,-0.5,14.0,7.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
0.839,19.0,9.0,1.0,False,0.18333333333333332,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.055,27.0,0.0,706.0,False,0.1395833333333333,16.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.487,22.0,537.0,16.0,False,0.55,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2.228,28.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
2.949,28.0,0.0,0.0,True,0.0,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0.407,8.0,0.0,0.0,False,-0.10178571428571428,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2.874,20.0,2223.0,599.0,True,0.0,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3.965,23.0,0.0,0.0,True,0.32499999999999996,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.997,24.0,699.0,0.0,False,-0.26666666666666666,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.184,47.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
0.427,36.0,810.0,0.0,False,0.0,16.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2.647,36.0,0.0,0.0,True,0.44999999999999996,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
3.63,47.0,0.0,0.0,True,0.3625,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
3.225,35.0,1135.0,3880.0,True,0.8,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3.123,14.0,0.0,0.0,True,0.0,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3.482,27.0,0.0,0.0,True,0.09,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
0.683,67.0,82.0,2572.0,False,0.48,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0.284,30.0,994.0,2842.0,False,-0.16666666666666666,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.615,26.0,75.0,2368.0,False,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
2.08,14.0,56.0,2.0,True,0.16666666666666666,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3.895,18.0,0.0,0.0,True,-0.1,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.207,36.0,0.0,0.0,False,0.5,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2.383,37.0,1997.0,3.0,True,0.0,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.604,51.0,649.0,741.0,False,0.5,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.868,17.0,0.0,0.0,False,0.35714285714285715,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.019,35.0,1299.0,0.0,False,0.0,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.505,13.0,1697.0,0.0,False,0.22694805194805195,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.982,19.0,52.0,853.0,False,0.32499999999999996,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0.159,20.0,0.0,0.0,False,0.0,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2.164,40.0,0.0,0.0,True,0.4,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2.678,25.0,1309.0,0.0,True,0.0,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3.405,26.0,0.0,0.0,True,0.22694805194805195,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.183,18.0,113.0,934.0,False,0.625,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.471,36.0,152.0,475.0,False,0.16666666666666666,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.871,16.0,16.0,724.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.563,31.0,2279.0,5057.0,False,-0.7,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.509,18.0,688.0,119.0,False,-0.5125,16.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2.463,36.0,0.0,0.0,True,0.22694805194805195,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2.1,41.0,12811.0,4349.0,True,0.575,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.115,36.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0.087,29.0,792.0,0.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2.513,28.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.962,24.0,718.0,0.0,False,0.7,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.271,27.0,0.0,0.0,True,0.6,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.347,18.0,764.0,9.0,False,0.0,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0.252,32.0,1272.0,118.0,False,0.35,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2.745,34.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
2.346,37.0,0.0,0.0,True,0.0,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
2.689,47.0,176.0,593.0,True,-0.1,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
2.889,52.0,0.0,0.0,True,0.1395833333333333,16.0,7.0,3.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
3.485,23.0,0.0,0.0,True,-0.7,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
2.455,50.0,0.0,0.0,True,0.22694805194805195,12.0,5.0,5.0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
2.95,23.0,806.0,2.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
3.631,34.0,0.0,0.0,True,0.9,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0.412,63.0,216.0,594.0,False,-0.125,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.414,35.0,5671.0,0.0,False,0.4,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.459,55.0,2646.0,2376.0,False,0.21928571428571425,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.689,19.0,947.0,0.0,False,0.0,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0.868,28.0,49.0,1138.0,False,0.0,16.0,7.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.973,27.0,1020.0,36.0,True,0.35714285714285715,12.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3.115,11.0,0.0,0.0,True,0.8,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2.865,35.0,0.0,0.0,True,0.32499999999999996,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0.057,27.0,1429.0,71.0,False,0.35714285714285715,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.491,8.0,0.0,0.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3.263,26.0,0.0,0.0,True,0.30000000000000004,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2.973,22.0,0.0,0.0,True,0.2222222222222222,12.0,5.0,5.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
2.33,23.0,0.0,0.0,True,0.2333333333333333,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2.919,23.0,16071.0,3353.0,True,0.4333333333333333,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.414,36.0,465.0,338.0,False,-0.04722222222222224,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.958,27.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.011,27.0,6.0,7786.0,False,0.1,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3.281,62.0,775.0,22.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.816,33.0,700.0,6438.0,False,-0.10000000000000002,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2.567,0.0,0.0,0.0,True,0.0,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3.894,29.0,1814.0,3.0,True,0.55,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2.777,13.0,0.0,0.0,True,0.25999999999999995,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0.104,19.0,0.0,0.0,False,-0.13333333333333333,12.0,5.0,5.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0.115,30.0,0.0,0.0,False,-0.7,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.048,45.0,2203.0,895.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2.78,4.0,0.0,0.0,True,0.2222222222222222,16.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.2,49.0,1113.0,7739.0,False,0.35714285714285715,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0.177,29.0,715.0,804.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.233,40.0,0.0,0.0,True,1.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
3.138,35.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2.581,36.0,0.0,0.0,True,0.66,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2.934,18.0,253.0,1053.0,True,-0.10000000000000002,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0.348,30.0,10.0,4169.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2.665,50.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
0.659,18.0,1351.0,6.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3.476,35.0,6607.0,1069.0,True,0.2,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.054,30.0,1049.0,0.0,False,0.7,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.86,26.0,0.0,0.0,False,0.47142857142857136,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.327,42.0,938.0,16.0,False,0.4666666666666666,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2.245,29.0,0.0,0.0,True,0.0,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3.501,13.0,641.0,43.0,True,0.0,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2.322,41.0,2732.0,3.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.607,27.0,3445.0,2538.0,False,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0.012,23.0,4733.0,5831.0,False,0.19305555555555554,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.612,26.0,0.0,0.0,True,-0.04722222222222224,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
2.667,45.0,0.0,0.0,True,0.30000000000000004,16.0,7.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
3.981,0.0,0.0,0.0,True,0.1875,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.366,61.0,495.0,2205.0,False,0.0,12.0,5.0,5.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
3.18,18.0,0.0,150.0,True,0.0,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3.555,12.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.002,19.0,832.0,55.0,False,0.6,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.165,32.0,0.0,0.0,False,0.6,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.448,27.0,15814.0,1.0,False,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3.111,24.0,0.0,0.0,True,0.6,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
3.966,31.0,0.0,0.0,True,-0.4166666666666667,16.0,7.0,3.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2.355,31.0,705.0,0.0,True,0.8,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.535,48.0,74.0,697.0,False,0.16547619047619047,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
3.21,27.0,794.0,362.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.153,27.0,1381.0,2329.0,False,0.30000000000000004,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
0.745,26.0,4153.0,2618.0,False,0.4166666666666667,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3.595,32.0,0.0,0.0,True,0.16547619047619047,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0.189,39.0,484.0,319.0,False,0.3625,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.116,37.0,1537.0,16.0,False,0.2,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.257,0.0,0.0,0.0,True,0.8,16.0,7.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.333,22.0,513.0,33.0,False,0.0,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.551,26.0,0.0,1360.0,False,0.35,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.989,21.0,172.0,296.0,False,0.35714285714285715,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
3.794,6.0,0.0,0.0,True,0.55,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0.419,20.0,1240.0,0.0,False,0.0,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3.201,25.0,0.0,0.0,True,0.35714285714285715,16.0,7.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0.426,21.0,12.0,1658.0,False,0.7,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.059,63.0,421.0,343.0,False,0.1875,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3.653,50.0,0.0,0.0,True,0.22694805194805195,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2.352,14.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2.524,35.0,0.0,0.0,True,0.2642857142857143,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2.888,22.0,0.0,0.0,True,0.0,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.766,45.0,839.0,0.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
3.703,41.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0.182,19.0,423.0,0.0,False,0.19166666666666665,16.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2.853,27.0,1734.0,1247.0,True,0.1,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0.745,18.0,0.0,0.0,False,-0.26666666666666666,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
3.255,27.0,0.0,0.0,True,0.2222222222222222,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
2.792,31.0,0.0,0.0,True,0.5,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0.911,24.0,2456.0,0.0,False,0.0,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3.611,33.0,0.0,0.0,True,0.375,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0.768,23.0,687.0,2.0,False,0.22694805194805195,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2.401,63.0,804.0,5.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
3.188,33.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
3.156,34.0,0.0,0.0,True,0.22694805194805195,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.642,26.0,9.0,2050.0,False,0.22083333333333333,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2.806,30.0,0.0,0.0,True,0.3277777777777778,12.0,5.0,5.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
3.41,32.0,4898.0,248.0,True,-0.7,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0.604,36.0,38.0,952.0,False,0.8,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2.057,31.0,0.0,0.0,True,0.13333333333333333,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.454,46.0,334.0,508.0,False,0.2222222222222222,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.145,42.0,3819.0,5250.0,False,0.5,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0.779,25.0,2628.0,1.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.683,41.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
0.477,63.0,1173.0,0.0,False,-0.75,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2.696,19.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
3.586,36.0,3513.0,484.0,True,0.15,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0.626,33.0,38.0,3168.0,False,0.0,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.61,19.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2.376,46.0,904.0,4.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2.779,58.0,400.0,1180.0,True,0.8,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3.595,29.0,0.0,0.0,True,0.8,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
0.374,35.0,1609.0,0.0,False,-0.5,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3.407,54.0,5876.0,914.0,True,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0.201,38.0,1517.0,27.0,False,0.7,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.802,16.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
3.876,7.0,0.0,0.0,True,0.4,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0.807,42.0,1058.0,0.0,False,0.2,12.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.342,23.0,0.0,0.0,False,0.35833333333333334,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
2.818,35.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
0.867,55.0,724.0,0.0,False,0.5,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.702,27.0,0.0,0.0,True,0.4333333333333333,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.966,20.0,15.0,2413.0,False,0.22694805194805195,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.289,29.0,0.0,0.0,True,0.4375,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2.141,31.0,847.0,12.0,True,-0.5125,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2.7,25.0,0.0,0.0,True,0.40285714285714286,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0.83,52.0,2367.0,7953.0,False,0.0,16.0,7.0,3.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2.184,52.0,1939.0,0.0,True,0.8,12.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.128,21.0,1047.0,1.0,False,0.39999999999999997,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0.855,23.0,616.0,27.0,False,0.35833333333333334,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.519,45.0,2778.0,1910.0,False,0.35,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.241,22.0,719.0,68.0,False,0.4,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0.093,25.0,17.0,978.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2.925,50.0,0.0,0.0,True,0.7,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
3.72,54.0,0.0,0.0,True,-0.13333333333333333,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2.952,30.0,1298.0,913.0,True,0.8,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2.961,25.0,0.0,0.0,True,0.8500000000000001,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2.507,25.0,0.0,0.0,True,0.8,14.0,7.0,5.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
0.279,14.0,1277.0,241.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.137,22.0,0.0,0.0,False,0.35,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2.333,57.0,0.0,0.0,True,0.30000000000000004,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
2.445,0.0,0.0,0.0,True,0.5285714285714286,16.0,7.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3.136,65.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3.184,19.0,0.0,0.0,True,0.2,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
0.026,18.0,7.0,717.0,False,0.1,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.44,42.0,0.0,0.0,True,0.8,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2.798,27.0,0.0,0.0,True,0.25999999999999995,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0.988,36.0,0.0,0.0,False,0.2222222222222222,12.0,5.0,5.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
0.832,23.0,839.0,38.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.739,66.0,2210.0,9219.0,False,0.44999999999999996,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3.137,28.0,0.0,0.0,True,0.32499999999999996,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
3.521,34.0,919.0,51.0,True,0.47142857142857136,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.193,29.0,1329.0,11268.0,False,0.4333333333333333,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2.64,28.0,0.0,0.0,True,0.2,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.028,25.0,2039.0,2166.0,False,0.0,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.543,21.0,0.0,0.0,True,0.14166666666666664,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.485,31.0,908.0,0.0,False,-0.5125,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3.461,57.0,1738.0,135.0,True,0.7,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3.028,17.0,1322.0,287.0,True,0.35,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0.742,37.0,100.0,2864.0,False,0.4,16.0,7.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3.713,34.0,0.0,0.0,True,0.22694805194805195,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
